time,vrms,irms,p_est,pf,vrms_raw,irms_raw,pactive_raw,pimag_raw,papparent_raw
2026-07-08T14:49:11,120.11934787820667,0.0,0.0,-0.427734375,13778,16,-2,6,7
2026-07-08T14:49:12,120.04173259809798,0.0,0.0,-0.427734375,13770,16,-2,6,7
2026-07-08T14:49:13,119.97381922800288,0.0,0.0,-0.427734375,13763,16,-2,6,7
2026-07-08T14:49:14,120.11934787820667,0.0,0.0,-0.427734375,13778,16,-2,6,7
2026-07-08T14:49:15,120.0320306880844,0.0,0.0,-0.427734375,13769,16,-2,6,7
2026-07-08T14:49:16,119.86709821785344,0.0,0.0,-0.427734375,13752,16,-2,6,7
2026-07-08T14:49:17,119.90590585790778,0.0,0.0,-0.427734375,13756,16,-2,6,7
2026-07-08T14:49:18,119.98352113801647,0.0,0.0,-0.427734375,13764,16,-2,6,7
2026-07-08T14:49:19,120.06113641812516,0.0,0.0,-0.375,13772,16,-2,7,8
2026-07-08T14:49:20,119.88650203788062,0.0,0.0,-0.5,13754,16,-2,6,8
2026-07-08T14:49:21,120.13875169823385,0.0,0.0,-0.427734375,13780,16,-2,6,7
2026-07-08T14:49:22,119.85739630783985,0.0,0.0,-0.427734375,13751,16,-2,6,7
2026-07-08T14:49:23,120.04173259809798,0.0,0.0,-0.5,13770,16,-2,6,8
2026-07-08T14:49:24,119.99322304803006,0.0,0.0,-0.427734375,13765,16,-2,6,7
2026-07-08T14:49:25,120.19696315831536,0.0,0.0,-0.427734375,13786,16,-2,6,7
2026-07-08T14:49:26,120.2357707983697,0.0,0.0,-0.427734375,13790,16,-2,6,7
2026-07-08T14:49:27,119.94471349796213,0.0,0.0,-0.5,13760,16,-2,5,6
2026-07-08T14:49:28,120.14845360824744,0.0,0.0,-0.5,13781,16,-2,6,8
2026-07-08T14:49:29,120.17755933828819,0.0,0.0,-0.5712890625,13784,16,-2,5,7
2026-07-08T14:49:30,120.11934787820667,0.0,0.0,-0.375,13778,16,-2,7,8
2026-07-08T14:49:31,119.9641173179893,0.0,0.0,-0.375,13762,16,-2,7,8
2026-07-08T14:49:32,120.10964596819309,0.0,0.0,-0.5,13777,16,-2,6,8
2026-07-08T14:49:33,120.15815551826101,0.0,0.0,-0.427734375,13782,16,-2,6,7
2026-07-08T14:49:34,120.08054023815232,0.0,0.0,-0.5,13774,16,-2,5,6
2026-07-08T14:49:35,120.12904978822026,0.0,0.0,-0.5,13779,16,-2,6,8
2026-07-08T14:49:36,120.05143450811157,0.0,0.0,-0.5712890625,13771,16,-2,5,7
2026-07-08T14:49:37,119.93501158794854,0.0,0.0,-0.375,13759,16,-2,7,8
